#{"t_start": 1747922318.6042864, "env_id": "None"}
r,l,t
-0.548973,288,314.198581
-0.67472273,288,314.198685
0.7743702,288,314.198785
2.074674,288,314.198888
2.02071,288,314.198989
-0.77769315,288,314.199095
0.43462032,288,314.199206
-0.075719714,288,314.199306
-0.87872195,288,314.199412
-1.07124,288,314.199515
-0.644481,288,314.199621
-0.6929151,288,314.199728
-1.1841002,288,314.19983
-0.28878096,288,314.199936
0.19688803,288,314.200037
-0.8028628,288,314.20014
0.9314659,288,314.200267
1.9511539,288,314.200421
0.0262883,288,314.200532
0.7832652,288,314.200645
0.10271298,288,314.200766
1.3294735,288,314.200881
-0.3969184,288,314.200983
1.1736459,288,314.201085
1.2486697,288,314.201188
1.4218936,288,314.201291
-0.40777907,288,314.201396
0.75962865,288,314.201499
-0.7078493,288,314.201603
3.0272496,288,314.20171
0.33004898,288,314.201817
1.1030015,288,314.201947
1.1373894,288,314.202046
-0.5468333,288,314.202146
0.58783007,288,314.202251
-0.7734993,288,314.202354
-1.1230989,288,314.202484
-1.0449896,288,314.202596
4.9234776,288,314.202697
-0.22081085,288,314.202802
-0.3455703,288,314.202905
1.0741472,288,314.20301
-0.4806574,288,314.203127
0.5327196,288,314.203236
1.1697364,288,314.203368
-0.16543333,288,314.203473
0.80371046,288,314.203588
0.5849702,288,314.203701
-1.1023774,288,314.203806
-0.9529927,288,314.203977
-0.9406596,288,314.204084
-0.9825853,288,314.204193
0.84194434,288,314.204298
0.2313998,288,314.204421
0.57058156,288,314.20453
-1.1602966,288,314.204659
0.31141594,288,314.204773
-0.019334534,288,314.204885
-1.1609572,288,314.204994
1.3589128,288,314.205165
-1.0686458,288,314.205287
0.08778192,288,314.205396
1.7333541,288,314.205499
1.6646765,288,314.205601
-0.36240482,288,314.205704
2.1955352,288,314.205806
-0.3393148,288,314.205914
0.33308512,288,314.206016
0.3086587,288,314.206116
1.1328391,288,314.206216
0.5562947,288,314.206317
2.8406756,288,314.206418
1.2726449,288,314.206521
2.796238,288,314.206624
0.41835383,288,314.20672
-0.096434355,288,314.206825
1.4356713,288,314.206929
3.5279067,288,314.207033
0.7265403,288,314.207131
-0.28640008,288,314.20723
-0.25153217,288,314.207338
-1.3140007,288,314.207437
2.8994775,288,468.469913
0.57555765,288,468.470182
0.63834965,288,468.47035
1.2107228,288,468.470463
-0.048778422,288,468.47058
-0.14293951,288,468.470701
-0.3412832,288,468.470821
0.68825054,288,468.470937
0.60122865,288,468.471049
0.3122751,288,468.471155
1.6631739,288,468.471276
-0.6833757,288,468.471382
0.28405204,288,468.471489
2.1194804,288,468.471596
-0.55683863,288,468.471703
1.8557417,288,468.471809
0.5990156,288,468.471926
-0.63335294,288,468.472042
3.187884,288,468.472158
-0.43625864,288,468.472262
-0.20175113,288,468.472365
-0.06554622,288,468.472471
-1.0668786,288,468.472588
-1.3131013,288,468.472712
2.8459673,288,468.472818
3.8436325,288,468.472923
2.3258982,288,468.473039
0.40030348,288,468.473169
-0.33095008,288,468.47328
-0.110209495,288,468.473398
-1.0041149,288,468.473506
0.49661884,288,468.473614
-1.194722,288,468.473717
-0.29095122,288,468.473828
-0.21146654,288,468.473933
-1.1163992,288,468.474037
0.1832831,288,468.474141
1.7797952,288,468.474243
1.3243334,288,468.474344
-1.0568267,288,468.474448
1.9515513,288,468.474557
0.60155284,288,468.474667
0.10485308,288,468.474771
-0.70867586,288,468.474877
-0.49644405,288,468.474983
-1.1538243,288,468.475094
2.4100642,288,468.475213
3.0194194,288,468.475313
-1.1215861,288,468.475419
0.12103167,288,468.475526
0.41082305,288,468.475632
-0.061900496,288,468.475744
-0.5621038,288,468.475846
0.38311893,288,468.47595
1.1646823,288,468.476057
1.8745,288,468.476164
-0.46785027,288,468.476268
1.7882557,288,468.47639
0.14752078,288,468.476493
2.4576137,288,468.476599
-0.4421853,288,468.476707
-0.1073373,288,468.476816
2.970575,288,468.47692
-0.5080559,288,468.477022
0.40517268,288,468.477123
0.022156078,288,468.477278
2.143052,288,468.477385
1.0998186,288,468.477488
1.5120472,288,468.477595
0.34489936,288,468.477699
-0.1030522,288,468.477813
0.12475223,288,468.477925
-0.008675319,288,468.478043
0.60547054,288,468.478176
0.059347857,288,468.478281
0.31600806,288,468.478385
0.34408486,288,468.478495
0.08786496,288,468.478607
0.1346516,288,468.478713
2.3883088,288,468.478817
-1.6200229,288,468.478924
-1.6425718,288,468.47903
0.45363435,288,468.479131
0.9313324,288,468.479249
1.2322123,288,468.479348
0.9340539,288,468.479449
-0.9556491,288,468.479558
-1.2167437,288,468.479662
-0.94640684,288,468.47977
-0.8200175,288,468.479876
0.70290065,288,468.479979
0.24517274,288,468.480087
-1.1153562,288,468.480196
-1.0024564,288,468.480302
2.5498598,288,468.480405
2.032104,288,468.480511
-0.80333865,288,468.480624
-0.66107535,288,468.480726
-0.5191866,288,468.480835
0.2331799,288,468.480939
0.8435264,288,468.481043
1.1906481,288,468.481178
-0.6445805,288,468.481308
-0.43321708,288,468.481417
2.86098,288,468.481521
-0.39666244,288,468.48163
2.2513669,288,468.481736
0.7982625,288,468.481838
0.5503809,288,468.48196
-0.06690973,288,468.482069
0.293923,288,468.482172
0.76848984,288,468.482274
-0.31788775,288,468.48238
2.2473824,288,468.482499
-0.75945276,288,468.482611
1.317987,288,468.482715
-0.6400787,288,468.482818
0.49754757,288,468.482922
0.5264043,288,468.48303
1.1178963,288,468.483133
-0.8079959,288,468.483238
-0.27348754,288,468.48334
-0.47346473,288,468.483453
0.27033076,288,468.48356
0.63026464,288,468.483663
3.3497946,288,468.483766
1.5357985,288,468.483879
0.22036152,288,468.483983
-0.0068333754,288,468.484086
-1.1478393,288,468.484202
-0.31867507,288,468.484347
0.6234155,288,468.484463
0.1167403,288,468.484577
-0.8445611,288,468.484722
1.1856613,288,468.484853
0.7770676,288,468.484962
3.100333,288,468.485529
1.3708599,288,468.485818
-0.50837564,288,468.486033
1.8618263,288,468.486201
-1.4357169,288,468.486313
-0.529174,288,468.486422
0.39622512,288,468.486526
1.3470616,288,468.486636
2.036975,288,468.486753
0.6240428,288,468.486857
-0.9004632,288,468.486964
2.0386946,288,468.487067
2.2165334,288,468.48717
2.5795527,288,468.487329
0.5015621,288,468.487443
1.9888811,288,468.487549
0.07323271,288,468.487659
-0.4618794,288,468.487767
0.29415655,288,468.487875
3.66125,288,468.487981
-0.49398023,288,468.488081
0.44417638,288,468.488189
1.3780692,288,468.488287
1.3221799,288,468.488386
1.1426767,288,468.488495
0.22168353,288,468.488596
-1.1786605,288,468.488704
-0.42631918,288,468.488806
1.0354326,288,468.488907
0.7675222,288,468.489011
0.44426492,288,468.48911
2.1131897,288,468.489215
1.7763764,288,468.489315
-0.35120943,288,468.489415
0.32905713,288,468.489522
0.7939468,288,468.489623
0.16601638,288,468.489761
0.7974107,288,468.489876
-0.49484727,288,468.489981
0.8263658,288,468.490086
1.4916167,288,468.490187
-0.88685143,288,468.490286
0.63397837,288,468.490386
1.5596938,288,468.490486
0.3949087,288,468.490591
-0.6256718,288,468.490718
0.6666698,288,468.490834
1.7883853,288,468.490945
0.6840306,288,468.491049
0.09370841,288,468.491164
0.86940366,288,468.49128
0.56894964,288,468.491388
0.6745884,288,468.491496
-0.46024477,288,468.491601
0.932508,288,468.491704
-0.5289164,288,468.491807
0.71988815,288,468.49191
1.1891372,288,468.492014
-0.5481876,288,468.492115
1.159147,288,468.492224
-0.2884545,288,468.492326
0.15630265,288,468.492433
-1.0952297,288,468.49254
0.022904227,288,468.492642
0.34719244,288,468.492747
1.2540358,288,468.492848
0.83078396,288,468.492949
1.2762358,288,468.493053
2.0020344,288,468.493155
1.2625879,288,468.493255
-1.4675547,288,468.493362
-0.032586183,288,468.493465
-0.68124145,288,468.493585
0.6693133,288,468.493702
0.024110286,288,468.493811
1.6324372,288,468.493911
1.2091233,288,468.494014
0.26942858,288,468.494114
0.57097024,288,468.494216
-1.0900711,288,468.494325
0.9333078,288,468.494437
0.80514085,288,468.494548
-0.11795789,288,468.494652
1.7650828,288,468.494756
0.6309448,288,468.494874
3.0248828,288,468.494979
-0.3919977,288,468.495096
-0.44398475,288,468.495206
-0.97797126,288,468.495309
-0.5425306,288,468.495416
-0.5406103,288,468.495518
-0.56037205,288,468.495625
-0.96911466,288,468.495728
-1.0828959,288,468.495832
3.2373362,288,468.495955
0.98320675,288,468.496058
2.1316073,288,468.496158
0.507879,288,468.496261
-1.1116662,288,468.496409
-0.45695093,288,468.496521
0.9550156,288,468.496622
1.3262742,288,468.496733
0.21030109,288,468.496833
-1.1196626,288,468.496935
1.4412254,288,468.497039
-1.3192848,288,468.497155
1.3214476,288,468.497257
-1.0694096,288,468.497359
0.060364906,288,468.497462
3.4747977,288,468.497571
1.4385912,288,468.497672
1.0747246,288,468.497777
0.45204768,288,468.497885
-1.3881135,288,468.497994
-0.5228107,288,468.498097
0.78473186,288,468.4982
-0.17624523,288,468.498312
1.7338985,288,468.49842
0.6377938,288,468.498525
0.5528336,288,468.49863
0.23522514,288,624.139528
4.056812,288,624.139798
-1.2760963,288,624.139969
0.28978565,288,624.14008
1.4869055,288,624.140189
6.264169e-05,288,624.140299
0.62944156,288,624.140424
1.0870247,288,624.140525
0.20925993,288,624.140624
0.77143025,288,624.140727
-0.787621,288,624.14089
1.6024464,288,624.140998
1.3831586,288,624.141102
-0.24051657,288,624.141201
0.034020968,288,624.14131
-0.9080563,288,624.141419
0.2310595,288,624.141526
0.7790716,288,624.141645
1.5091172,288,624.141751
-0.2327016,288,624.141874
1.3854624,288,624.141984
0.25428212,288,624.14209
2.254442,288,624.142195
-1.1163015,288,624.1423
0.60669196,288,624.142403
0.9157839,288,624.142512
0.118273914,288,624.142614
-0.98241746,288,624.142721
1.0584159,288,624.14282
0.3359597,288,624.142928
-0.9475888,288,624.143029
-0.7016788,288,624.143138
-0.9771708,288,624.143248
-1.5592381,288,624.143355
0.7555806,288,624.14346
-0.4983663,288,624.143559
-1.0993084,288,624.143664
1.4972711,288,624.14377
-0.38596475,288,624.143873
-0.10484196,288,624.143981
-0.48833045,288,624.144088
1.9046859,288,624.144213
-1.570938,288,624.144347
0.28799954,288,624.144457
0.08841847,288,624.144562
0.42867735,288,624.144667
0.07131593,288,624.144767
-0.39114535,288,624.144876
0.3531564,288,624.144971
-0.17153668,288,624.145076
-0.26470378,288,624.145185
1.4205253,288,624.145289
2.6087387,288,624.145392
-1.0214555,288,624.145489
-1.2375599,288,624.145598
0.4767427,288,624.145699
1.5311456,288,624.145803
