#{"t_start": 1748024787.785243, "env_id": "None"}
r,l,t
-0.61917037,288,563.998978
-0.3584445,288,563.998985
-0.3355442,288,563.998992
0.48649126,288,563.998999
1.1479807,288,563.999006
-1.3144219,288,563.999013
-1.0045938,288,563.99902
-0.33546355,288,563.999027
0.862023,288,563.999034
0.5852096,288,563.999043
-0.99959826,288,563.99905
0.08809461,288,563.999057
-1.0219995,288,563.999064
2.2596338,288,563.999071
-0.35874802,288,563.999078
1.3823854,288,563.999085
0.32043263,288,563.999092
-0.13301727,288,563.999099
1.0163158,288,563.999106
-0.89679986,288,563.999113
1.1769176,288,563.999119
0.42957497,288,563.999126
1.045653,288,563.999133
-0.23162258,288,563.99914
0.5437511,288,563.999147
1.7114239,288,563.999154
1.6353856,288,563.999161
0.8495189,288,563.999167
-0.8351065,288,563.999174
0.9490857,288,563.999182
1.3883852,288,563.999189
1.42735,288,563.999196
-0.029958643,288,563.999203
1.1156433,288,563.99921
0.23673281,288,563.999217
1.7382796,288,563.999224
0.8172809,288,563.999231
0.33912054,288,615.305539
0.013784191,288,615.305608
3.4791145,288,615.305622
2.476501,288,615.305632
1.0225978,288,615.30564
-1.0239824,288,615.305648
3.169166,288,615.305656
-0.20420253,288,615.305663
0.49330512,288,615.305682
2.909662,288,615.30569
1.0239357,288,615.305698
1.5296953,288,615.305705
-1.0595853,288,615.305712
1.0193251,288,615.305719
0.82625014,288,615.305726
1.1031654,288,615.305733
0.62913895,288,615.305739
-0.6620537,288,615.305746
-0.7063085,288,615.305753
-0.64686835,288,615.30576
-0.6433006,288,615.305768
1.4584866,288,615.305775
1.4710492,288,615.305782
-1.6517069,288,615.305789
-0.16228053,288,615.305795
0.17080027,288,615.305803
-0.5035745,288,615.30581
1.4399297,288,615.305818
0.40853384,288,615.305825
1.3869256,288,615.305832
-1.108304,288,615.305839
-0.7199263,288,615.305846
-0.8761668,288,615.305853
-0.2168808,288,615.30586
-0.76880985,288,615.305867
0.1614205,288,615.305875
3.3202689,288,615.305882
-0.7542192,288,615.305889
-0.28941187,288,615.305897
4.1452956,288,615.305904
0.7015267,288,615.305911
-0.58293366,288,615.305918
2.7335055,288,615.305925
0.9426308,288,615.305932
-1.1109804,288,615.305939
-0.5269499,288,615.305946
-0.42962146,288,615.305953
-0.55685115,288,615.305959
-1.1491601,288,615.305967
-0.7729865,288,615.305974
1.4924251,288,615.305981
-1.1041979,288,615.305988
-1.0475857,288,615.305995
1.2354944,288,615.306002
-2.0063813,288,615.30601
1.0592344,288,615.306018
0.69471383,288,615.306025
2.971714,288,615.306031
0.18628994,288,615.306038
0.7801078,288,615.306045
0.30473682,288,615.306052
0.66855854,288,615.306059
0.06847045,288,615.306067
-0.21682072,288,615.306073
0.4120212,288,668.162182
1.1286975,288,668.162255
0.14961284,288,668.162268
1.3611653,288,668.162297
0.5118209,288,668.162306
-0.5609129,288,668.162313
0.441518,288,668.162321
2.0118732,288,668.162328
-0.48897043,288,668.162337
-0.8153299,288,668.162344
-0.7604256,288,668.162353
0.2902708,288,668.16236
-0.09849635,288,668.162368
1.0790391,288,668.162375
1.5962031,288,668.162382
0.90771735,288,668.162389
0.59821105,288,668.162396
-1.0509615,288,668.162403
-1.9585732,288,668.16241
-1.408869,288,668.162417
-2.0134022,288,668.162425
0.5642904,288,668.162432
-0.38576528,288,668.162439
-0.9438851,288,668.162446
-0.2529004,288,668.162453
0.82199216,288,668.16246
2.716312,288,668.162467
-0.8360189,288,668.162474
1.2170199,288,668.162481
-0.7506283,288,668.162488
-0.12847535,288,668.162495
1.403985,288,668.162502
2.2140572,288,668.162509
-1.6345062,288,668.162516
0.14027448,288,668.162523
0.70233595,288,668.162531
2.6868696,288,668.162538
-0.017570179,288,668.162545
-0.73239666,288,668.162553
-2.008533,288,668.16256
0.122417964,288,668.162567
0.6114253,288,668.162574
-0.51501757,288,668.162581
0.33683443,288,668.162587
0.7677755,288,668.162595
2.7744863,288,668.162601
0.22937332,288,668.162608
-0.3204469,288,668.162616
-0.5353129,288,668.162622
-0.7609835,288,668.162629
0.346748,288,668.162636
-0.50282955,288,668.162643
0.10098472,288,668.16265
1.2926685,288,668.162657
0.057027675,288,668.162665
0.28035074,288,668.162673
0.6178422,288,668.162679
0.8438872,288,668.162686
0.5486028,288,668.162693
0.07429673,288,668.1627
1.6453022,288,668.162707
-0.523164,288,668.162714
-0.59690696,288,668.16272
1.0876125,288,668.162728
-0.90817,288,720.256138
-0.19965072,288,720.256208
-0.9485058,288,720.256221
-0.27303636,288,720.256229
1.4589237,288,720.256237
-0.27533087,288,720.256245
-2.0005622,288,720.256252
-1.7574197,288,720.256259
0.47110778,288,720.256267
1.3265685,288,720.256285
0.98704386,288,720.256292
0.13360322,288,720.2563
-0.26654732,288,720.256308
0.38424492,288,720.256315
0.06707024,288,720.256323
2.5764716,288,720.25633
0.4250209,288,720.256338
-0.75793517,288,720.256345
-1.4050108,288,720.256352
-0.4166075,288,720.256359
-0.58683723,288,720.256366
-0.42515406,288,720.256373
-0.17277506,288,720.25638
0.5264731,288,720.256387
-1.330202,288,720.256394
-0.14685963,288,720.256401
-0.35040483,288,720.256408
-1.2217505,288,720.256415
-1.1848274,288,720.256422
-1.5255362,288,720.256429
-0.5125566,288,720.256436
1.031471,288,720.256443
0.66281503,288,720.25645
1.4886339,288,720.256457
-0.031780392,288,720.256464
-1.3123606,288,720.256472
0.3674478,288,720.25648
0.09113675,288,720.256487
4.196294,288,720.256495
-0.6503553,288,720.256501
0.20092446,288,720.256508
0.9872477,288,720.256515
-0.60620475,288,720.256522
-0.5128137,288,720.256529
0.9079363,288,720.256536
-1.9528942,288,720.256543
2.3302605,288,720.25655
0.3201946,288,720.256557
2.553611,288,720.256564
-1.0546008,288,720.256578
-1.7654192,288,720.256585
-0.8690688,288,720.256592
-0.6962941,288,720.256599
1.2218877,288,720.256607
0.5427648,288,720.256617
0.64430934,288,720.256629
-0.25511283,288,720.25664
0.5020301,288,720.256649
-0.53030354,288,720.256656
-0.16047148,288,720.256663
-0.29414007,288,720.256673
-1.4091623,288,720.25668
0.52582324,288,720.256687
1.5225116,288,720.256695
-0.28680298,288,771.708073
-0.27052373,288,771.708147
-1.7894316,288,771.708161
-0.8651494,288,771.708171
0.18132937,288,771.708179
-1.6690263,288,771.708187
1.6737409,288,771.708195
1.3136094,288,771.708203
-0.22544223,288,771.70821
1.1700851,288,771.708217
2.7711396,288,771.708225
0.9591634,288,771.708233
3.6575458,288,771.708241
-1.3025378,288,771.708248
-0.97564745,288,771.708256
-1.4827673,288,771.708264
-1.0872184,288,771.708277
-0.3244629,288,771.708286
-0.54495823,288,771.708293
-1.5168188,288,771.708301
2.2465072,288,771.708309
-0.48798725,288,771.708316
0.43076265,288,771.708324
-0.48559794,288,771.708331
1.7318004,288,771.708338
4.04348,288,771.708346
-1.0274568,288,771.708365
0.61740893,288,771.708373
0.8722303,288,771.708379
-0.6062299,288,771.708386
0.47049224,288,771.708392
0.09918581,288,771.708399
-1.7525806,288,771.708405
-0.7693407,288,771.708412
0.95931005,288,771.708418
-0.1968492,288,771.708425
0.5316371,288,771.708431
0.82629466,288,771.708438
-0.5000041,288,771.708445
0.3448614,288,771.708452
0.7159083,288,771.708458
-0.12450644,288,771.708464
1.2409533,288,771.708471
0.7990885,288,771.708477
0.686881,288,771.708484
0.7410518,288,771.708491
